,area,eccentricity,perimeter,euler_number,orientation,solidity,area_bbox,area_convex,axis_major_length,axis_minor_length,firs_hu_moment,second_hu_moment,discrete_compactness,discrete_tortuosity,label
68,1842892.0,0.8608183578094460442,9663.414423823091056,-34.0,1.4724154668980804495,0.92434706325803539517,2856749.0,1993723.0,2199.9366684683363928,1119.5748854975290669,0.00081654052658734245507,6.3585083638842168296e-08,0.9994253042554019917,0.52382184566063660913,1.0
69,2567644.0,0.8552848941835321517,10922.6217100730282255,-10.0,1.5290457818473470741,0.92967792766044965447,3795624.0,2761864.0,2551.175572036655467,1321.9121226916345222,0.0010509041006493006001,9.5142979877847566095e-08,0.99956030780939164604,0.52357849542654466557,1.0
70,829996.0,0.8663000147559961617,4502.5751775555818313,0.0,1.5515608108943577115,0.9468689857843478608,1238736.0,876569.0,1470.9463848354303082,734.77310712529049397,0.0007748683053713694216,6.004173923869192123e-08,0.99974115724875378675,0.5167692892436335228,1.0
71,2462746.0,0.8672151953940839819,11077.444040543363371,-9.0,1.5001196584262119771,0.8829236498801853461,3841270.0,2789308.0,2601.847677257558189,1295.5472104233485879,0.0009665628023158624217,9.6263332229706553696e-08,0.9995124091845630776,0.5266206199460917725,1.0
72,1118728.0,0.901535782700526811,6815.773408558277879,-17.0,-1.532998950748156064,0.9335600903244972715,1649934.0,1198346.0,1837.6875765716583828,795.1757863082739277,0.0007601120500029773068,5.7199025058776753972e-08,0.9994217937422145148,0.51637328339575527814,1.0
73,1679598.0,0.832696741809427321,7513.5137033972041536,-3.0,1.5063887684935448608,0.9412602680768028529,2418251.0,1784414.0,1992.8394494219817261,1103.4935906442656233,0.0008288594911945964313,6.8259897444836373015e-08,0.9996529913162811587,0.51875498241500594965,1.0
74,2328059.0,0.86695889692964023254,13152.262545869092719,-3.0,1.4215439033025982773,0.86484854946507427886,3697742.0,2691869.0,2535.626285602970711,1263.7045293032581412,0.000986986448351057262,9.839902009594737879e-08,0.99924253485369207706,0.536215549156725535,1.0
75,2527218.0,0.86495632108247988423,11299.5405409933955525,-19.0,1.5429672792887365596,0.9252582499958811324,3699128.0,2731365.0,2585.6960724230743836,1297.6242064025614127,0.00093983092705235025607,8.3084926064394901026e-08,0.99951094841271970193,0.52647901916767403385,1.0
76,1643314.0,0.87324813691686897776,8092.0650019494250955,-16.0,-1.5631341801170390848,0.94804352667110503017,2388100.0,1733374.0,2113.5048298297319889,1029.8597266263857364,0.00083081290538963403335,6.5453176618884967393e-08,0.99954867011153658574,0.5229824999999999058,1.0
77,2431099.0,0.8807829387986751968,11578.685814678705356,-21.0,1.5302248237091198302,0.9149610169466009246,3653044.0,2657052.0,2612.170868891965256,1236.9157685709099042,0.00096667803818805601943,8.087761455742423722e-08,0.999450318426026052,0.5216651401355560935,1.0
78,1797940.0,0.87201622507963938435,9610.973731602025509,-26.0,1.5266192928331878687,0.9172363023430099016,2721224.0,1960171.0,2221.2583261263171153,1087.2547928756002875,0.0008267835428947514949,6.454797942170892512e-08,0.99940895519384154166,0.5203487576931844494,1.0
79,1910858.0,0.81395711526529634927,8992.706704297266697,-15.0,1.4059867725929404703,0.9208625812862577531,2827460.0,2075074.0,2073.7043513520025044,1204.6666269240981819,0.0008758530031978507347,7.2560176040463001216e-08,0.9995465567755134062,0.52855805243445697084,1.0
80,2161662.0,0.8855519408522640745,12531.600640985716382,-38.0,1.5701494948881409286,0.91583002553455428174,3435164.0,2360331.0,2474.545155990870171,1149.5261348453386745,0.0008610493123384136121,6.959251734664963798e-08,0.999230327119586037,0.5268564176939811716,1.0
81,1732445.0,0.89368230314405683323,7939.780730701962966,-9.0,1.5648279381232454988,0.9409882509881368762,2579304.0,1841091.0,2250.5678585243827001,1009.83042771475902555,0.0008257112346884015481,6.924914098071162597e-08,0.9996137078727561631,0.5209622947027526818,1.0
82,2032895.0,0.80094952298346233643,11792.709155275819285,-26.0,1.5219053929676620296,0.9194076953830957466,3083616.0,2211092.0,2112.9214125912981217,1265.0734052492639421,0.00086037939595667162207,7.497842504112939662e-08,0.99925060098510665174,0.5290295997309114595,1.0
83,1957438.0,0.86224542088773525883,16332.393026590250884,-30.5,1.5054499729057122526,0.896223015736022699,3049640.0,2184097.0,2263.6275418206896575,1146.5063093057667629,0.00082180251323052844626,6.3821963340076037655e-08,0.99862785256105524034,0.5366974921630094375,1.0
84,2223057.0,0.8533425652220163471,10058.82567879263479,-4.0,1.5466304875027283572,0.90959853485968478193,3403180.0,2443998.0,2380.8213675813708505,1241.2426901746889598,0.0009329488207382571549,8.320827086735768785e-08,0.9995391924145847762,0.53282014388489207235,1.0
85,1917142.0,0.8490960342423492513,17248.143422696943162,-31.333333333333332149,1.5255867204965536388,0.9419354838709677047,3013245.0,2117367.0,2184.1769949855588493,1162.7033232970616154,0.00082092473271723497875,6.392797653731957936e-08,0.99847223634448789564,0.52624351794233559243,1.0
86,2315444.0,0.8175265778947169437,10316.146529966554226,-1.0,1.3192510176775926745,0.8794519653026823258,3608107.0,2632826.0,2344.9735732124950118,1350.4488717874419308,0.0009329362560894840237,8.350709846463519114e-08,0.99954303638133790155,0.5221265206812651938,1.0
87,1603920.0,0.8746212483777254798,8383.9199077328630665,-8.5,1.5049086420436679212,1.0,2388114.0,1708803.0,2075.458817928431472,1006.1966305892690343,0.00079805583121718209547,6.0691227075321558e-08,0.9994824087604413654,0.52332353661523389743,1.0
88,1880892.0,0.8480589004377122597,10939.60951676420882,-38.0,-1.5592919079952363148,0.9353446303858754529,2747056.0,2010908.0,2147.902432922076514,1138.177737825734539,0.00083585994024595563264,6.766606076989835297e-08,0.9992745776452282014,0.52769931662870162015,1.0
89,1701915.0,0.82976009707529208015,8110.4813075528509216,-2.5,1.4147492180139822349,0.9258917729700087973,2634340.0,1838136.0,2020.4260165966336444,1127.6406152817173734,0.0008286215700440647744,7.7933841248464191724e-08,0.99957486446952015235,0.52569013432144506837,1.0
90,1433444.0,0.8804968550803021765,8811.861033229817622,-17.0,1.5415154031859421568,0.90312638214921603375,2208480.0,1587202.0,2029.4040040820975719,962.04300444596333364,0.00076955750096219439384,5.80214261859919353e-08,0.9992978164887265091,0.51776115859449189927,1.0
91,1498853.0,0.87758190668496616205,6691.0688270940318034,-6.0,1.5531676769319184839,0.9469103309899373766,2149938.0,1582888.0,2029.5263999604308083,973.00922151178281183,0.00079002534979465111574,5.9512231190836246387e-08,0.9997005327964868515,0.51717529770146775103,1.0
92,1983283.0,0.88996210792778651655,9465.095664690223202,-30.0,1.5545498059413311864,0.9292393600173920465,3162086.0,2134308.0,2387.0670880392590334,1088.5848969206010679,0.00083185469219676662876,6.41306714835187173e-08,0.9995166278152231021,0.51938954108858059744,1.0
93,1449903.0,0.88036053226937560634,7059.8770516832446447,-3.0,-1.5599804144815121454,0.9131947199957675121,2326773.0,1587726.0,2028.1520504171398898,961.96287249760132454,0.00080203769020048792764,6.381414053887797682e-08,0.99961285944912470214,0.5196073036518258359,1.0
94,1852092.0,0.8919227813386078063,14532.548042605831142,-61.0,1.537468032805121787,0.9055316336064623828,2900800.0,2045309.0,2328.6164994329037654,1052.9718320067418063,0.0008114017950790387455,6.23859884872321677e-08,0.9987722575353867871,0.5350816363969912448,1.0
95,1645311.0,0.87574448719481257086,8306.5431406487259665,-3.0,1.5120572771382083666,0.9375,2382458.0,1786083.0,2078.8505653166271259,1039.6889751728676856,0.0007957600724637949041,6.079634486654138762e-08,0.9995171805178212354,0.520442278860569707,1.0
96,1997616.0,0.9797983392931087776,13418.828129771187378,-17.0,1.4571273048065114253,0.9280398567068879334,2885467.0,2152511.0,2210.262587802692451,1198.2669894965254116,0.00084488676294899455084,6.750470894078266721e-08,0.99902773158421109834,0.503219971840138669,1.0
97,1284814.0,0.8867836265471770174,6338.3236610899712105,-2.5,1.570796326794896558,1.0,2008500.0,1378642.0,1926.5657268328798182,890.4294166870005256,0.00077825766698741373137,5.8448405787510832034e-08,0.9996486265270845273,0.5226666666666666128,1.0
98,2023148.0,0.8837649180338926769,7699.964496886035704,0.0,1.5643766936023040248,0.94279212884411334183,3144310.0,2145911.0,2377.6093195862549692,1112.5574847904852049,0.00095526719212683883914,8.478312171076428625e-08,0.99975139205537044695,0.5196414770287676177,1.0
99,2107937.0,0.8781889515822399739,9370.97077300919409,-15.0,1.5667793622588159774,0.93170174575539266293,3090675.0,2262459.0,2395.9329521364566062,1146.0079803405021721,0.0008783036636662491098,7.3581827237125931754e-08,0.9995770826648594509,0.52237281067556295966,1.0
100,2699533.0,0.8085613284742733109,13699.968173353863676,-12.0,1.4653561392362584037,0.8786575565579047842,4237691.0,3072338.0,2504.3947816851214156,1473.6157217077914083,0.0010085375776832463963,9.945969462413986046e-08,0.99933949623690110364,0.5374213141910546554,1.0
101,2701256.0,0.8745432936952705072,17097.645948013887391,-50.0,1.5356288344614932306,0.87067552022041705406,4206888.0,3102483.0,2738.526737929337287,1328.0415532082397476,0.0009629120082127839812,7.985847627915912898e-08,0.99902546690725291256,0.53059048877146641754,1.0
102,2535536.0,0.8619572161439638114,12885.115359611478198,-16.5,1.4770717732172427006,0.9609756097560975263,3856050.0,2803315.0,2570.2475002916912672,1303.0667066940823133,0.0009354421578803508077,7.912825605177134966e-08,0.99935722574606067337,0.53299431459254575927,1.0
103,1861910.0,0.85574749889058443486,14930.049701370993716,-12.0,1.2937281776828164492,1.0,2937374.0,2121835.0,2203.9965363127785167,1140.3338744524598951,0.00081589048573383520305,6.3585884768489686894e-08,0.99872736642459780665,0.5315867644294041128,1.0
104,1866059.0,0.8681960175119910472,13891.071816478832261,-60.0,-1.4872589597605196943,0.906143761523710789,2863026.0,2059341.0,2227.8970181393319763,1105.5301714668044042,0.00081193479040202328704,6.282603685570061666e-08,0.99887019992249836964,0.52626081170991345637,0.0
105,2019330.0,0.8791356059798349776,8388.596097966112211,-9.0,-1.4833124605294771836,0.9445677519546644696,2977984.0,2137835.0,2348.5357612093312127,1119.2456828361873704,0.0008994445648150280843,7.363475843820716777e-08,0.99966494142235629017,0.5165959367945823777,0.0
106,1604749.0,0.8763734956859269287,9089.30677608476617,-29.0,-1.5369401966425177974,0.9281714302900743174,2326300.0,1728936.0,2072.0687446866591017,997.9748559295483119,0.00079761561821790156676,6.080735493447588749e-08,0.99937290242103493654,0.5217220694826293359,0.0
107,853845.0,0.8677040379381916191,4378.817818242700014,1.0,-1.5446390767886470918,0.9510107158490090917,1255310.0,897829.0,1511.3722605562825265,751.27471131139247973,0.00076109849722471830443,5.6470765762895905066e-08,0.9997999027751413026,0.51651647103369935365,0.0
108,1734428.0,0.86678221707396352347,7668.2222894748056206,-12.0,-1.5133432045884516182,0.9450136677151513842,2531516.0,1835347.0,2136.036663651847448,1065.2134248390200355,0.00083640835108849537205,6.7602992612055099506e-08,0.9996537563241779667,0.52222503160556255075,0.0
109,1702848.0,0.8485085525051195843,9549.231703659545019,-28.0,-1.4393469607978661706,0.93059736239810608716,2708400.0,1829844.0,2073.7936196870209642,1097.4135639682124292,0.00080029670482772313246,6.104683422324550971e-08,0.99936388577859669446,0.52552344965547892475,0.0
110,1763440.0,0.8683726716841829729,9143.9514370254401,-19.0,-1.5194124114504188316,0.93764638761233132236,2585088.0,1880709.0,2158.6123641548051637,1070.4821911403525974,0.00082447425664591389265,6.483923662606626942e-08,0.9994563103549871652,0.5218575574905113257,0.0
111,2509558.0,0.78226717319633487513,12508.6788514725194545,-7.0,-1.3068550375157954591,0.84443052141159813395,4146714.0,2971894.0,2362.5029227555373836,1471.7048260094463785,0.0009729843057589560029,9.719899626580299642e-08,0.99938475783294267174,0.5337049316203895666,0.0
112,848883.0,0.8677091382989593482,4699.705119870492126,0.0,-1.528307020352555945,0.94522506472176603953,1269606.0,898075.0,1498.1622680545576713,744.69493404234822265,0.00075323621022934479294,5.679239566167065932e-08,0.9997009560382470461,0.5159188361408882928,0.0
113,1781675.0,0.83825655475579263776,8776.613341908814618,-7.0,-1.4179366514082210049,0.9161187119756808439,2766078.0,1944808.0,2100.528837048485002,1145.3680242348220872,0.00085633076908455730593,6.976440535505816103e-08,0.99951730610757361095,0.52610978000435637547,0.0
114,1243515.0,0.88811998842118011765,5745.87582619396926,1.0,-1.520059663348258816,0.93401508977628222574,1919722.0,1331365.0,1900.6841974396149908,873.5766359910094252,0.0007970509342153214152,5.993328541191302181e-08,0.99974135628386862074,0.5114372999709048129,0.0
115,1593039.0,0.96203435014023097605,9388.545412158528052,-4.25,1.4091414807623201533,0.9282043094894185664,2564224.0,1716259.0,2228.138707072392208,947.3995191630798445,0.0008177629312121775535,6.4077694516726680566e-08,0.99931886278460546613,0.5178534155597722677,0.0
116,2157609.0,0.819663656625766901,11792.986283848344101,-7.0,-1.4042322992225202416,0.8816964167134224706,3445083.0,2447111.0,2243.9831169549693186,1285.4546966250654805,0.00090573336868684985873,7.6861462729864161e-08,0.9993138820748951323,0.5328279519575729317,0.0
117,2028815.0,0.8563671957633013365,8652.461105017317095,-9.0,-1.4666818252928799371,0.92771189564049971743,3064347.0,2186902.0,2266.5472132440750102,1170.3709471513823246,0.00087266339440647902343,7.252642751471751445e-08,0.9996356151139690338,0.51955121084203514936,0.0
118,1950437.0,0.86824879873520866,9289.01954624447535,-12.0,-1.3565210855836618009,0.9099644913435110949,3045711.0,2143421.0,2277.346100463037601,1129.8575326507116188,0.0008592890047675652001,7.158966277966755597e-08,0.9995250614555898361,0.5233559864081551716,0.0
119,1640408.0,0.890989924327511007,7841.829503937242407,-12.0,-1.4984711162519657179,0.9431171583358581856,2297646.0,1739347.0,2168.9465644875581347,984.75179376975484047,0.00081119933682841159454,6.4370589343891306036e-08,0.9995853444231853624,0.5209704444961600345,0.0
120,1451869.0,0.87622765785478506917,6612.975464705579725,-8.0,-1.4555912514673774449,0.92535379493023528497,2240532.0,1568988.0,2008.7913855574611262,968.03131975511576,0.00079878502571421850474,6.197934439920381476e-08,0.9996909631877534119,0.5170175438596491535,0.0
121,2212033.0,0.8799511450482753183,10339.25208566382571,-22.0,-1.5625162195272073173,0.9391984239364649101,3114616.0,2355235.0,2454.7246939215792736,1166.151792468979238,0.00089633217861044523714,7.14123864711268871e-08,0.99950350606764359895,0.5237053746567280621,0.0
122,2549319.0,0.86446690131706493965,16490.000061583938077,-21.5,1.0793994651712319754,0.94444444444444441977,3916472.0,2887365.0,2611.1238435459995344,1312.5851707623507991,0.0009337485266455872526,7.8117283250902439917e-08,0.99900860587052664474,0.5345312954876274558,0.0
123,961430.0,0.88249217277316405195,5256.4372260139571154,1.0,-1.5698974200730888562,0.9099263488049426085,1490160.0,1056602.0,1643.4872448011979031,772.9765617789994394,0.0007609960489204708675,5.730954542206295736e-08,0.9996526793486449902,0.51863307086614174324,0.0
124,2883057.0,0.8774671058697225412,18461.75377522096096,-26.0,0.556219836856245764,0.92857142857142860315,4554090.0,3231714.0,2830.5202860512463303,1357.6217460462878535,0.0009996365628112545594,8.524788303903348432e-08,0.998987492793291576,0.63229768786127171776,0.0
125,2354158.0,0.913110886487082829,12565.920446139110936,-7.25,1.5253566493534669313,0.94782608695652170727,3442488.0,2579419.0,2514.7338320831581768,1235.8786611616119444,0.00091513264590950852903,7.515934263768543375e-08,0.999317024471961024,0.5231337359792925801,0.0
126,2133300.0,0.8398206413045670171,10772.101940813383408,-4.0,-1.4182219313322763643,0.90053163152709192474,3317320.0,2368934.0,2283.6347310954856766,1239.7030172347990629,0.0009112438219773078907,8.753790979279345737e-08,0.99942188731520209544,0.5368792856003826719,0.0
127,2438158.0,0.96208378396353166906,13212.148980945108633,-7.0,-0.66874968762913467035,0.9545454545454545858,3894275.0,2790452.0,2559.3671614236500318,1286.022250128506812,0.00093382801444339812863,8.3862354377636206593e-08,0.9992852508515945864,0.5253350369108461537,0.0
128,1627081.0,0.8827476833653753463,7377.357282423599827,-14.0,-1.5467477643025475675,0.9474050429484431879,2392420.0,1717408.0,2125.3590402782865567,998.59430204184377544,0.0008234902858368632573,6.797719635999518007e-08,0.99965016203180889764,0.51701549334058172214,0.0
129,2070018.0,0.876788831938959623,10035.244942988891125,-10.0,-1.4467564438675499794,0.9191452290117010371,3195150.0,2252112.0,2393.426235733811609,1150.9402809264104235,0.0008494447952443128728,7.457966805700837147e-08,0.99948270991972398836,0.5257150349650349108,0.0
130,2241401.0,0.82111453947410262266,10398.077554195742778,-5.0,-1.3975341169517481177,0.89082243453467524485,3419400.0,2516103.0,2315.1044944370992198,1321.3770226937022017,0.0009206180259439774357,8.072361186602787996e-08,0.9995078411707888355,0.52244480934136106054,0.0
131,2087225.0,0.86084789434708497424,10241.712980420426902,-15.0,-1.5248531572702510584,0.90529202604808678423,3207564.0,2305582.0,2323.7318180051524905,1182.4596600530703654,0.0008715003770624132895,7.47206330760983565e-08,0.99946508982723603065,0.52762040197193782465,0.0
132,2490560.0,0.8738620479378100825,12340.040107717506544,-5.0,-1.4382874052844416557,0.87926178387168063555,4044160.0,2832558.0,2650.333314310867081,1288.523047622506283,0.00097243678372710353093,8.0207474869679706887e-08,0.99939458810806369726,0.52484965190342169894,0.0
133,2071999.0,0.8584759932634892232,18537.242015188028745,-16.80000000000000071,1.2512203838140738554,0.9726027397260273988,3288105.0,2325120.0,2324.6278567028425641,1192.1941138938784661,0.000824219488629851808,6.3528240988989364674e-08,0.99845743310669043957,0.5222573757763975255,0.0
134,2670114.0,0.8523400328840575746,14015.192703546503253,-32.0,-1.4618232402332482778,0.90638310872738381274,4190366.0,2945900.0,2620.4947777330162353,1370.4873734223131123,0.0009949242394229978158,1.1544883723732414755e-07,0.99929932026364653996,0.5243065250379362885,0.0
135,2347492.0,0.8723011456779259376,16325.4782002832398575,-11.0,1.5391931115720178802,0.9647887323943662441,3518660.0,2674507.0,2541.0276059971320137,1242.4838009789464195,0.0008650539642561468935,6.772680221954873432e-08,0.99891357425361981814,0.5290690875519310499,0.0
136,2101383.0,0.85406245130274671684,14016.649593689744506,-53.0,-1.4996597605941341946,0.85822858944534474723,3586515.0,2448512.0,2412.2200493072582503,1254.7656632586933938,0.00086130877297692321967,6.888608805192633623e-08,0.9990216129537894396,0.517776049766718538,0.0
